order_date,customer,region,product,units_sold,unit_price,revenue,cost,profit
2025-08-26,Aishwarya Gupta,West,Epsilon,2,1976.85,3953.7,2867.8,1085.9
2025-08-26,Pooja Kumar,West,Alpha,5,642.59,3212.95,2421.66,791.29
2025-08-26,Sai Kumar,West,Gamma,5,1184.27,5921.35,3955.86,1965.49
2025-08-26,Aditya Patel,East,Beta,1,1909.52,1909.52,1446.75,462.77
2025-08-26,Aditya Nair,South,Epsilon,1,1350.93,1350.93,833.43,517.5
2025-08-26,Vivaan Sharma,East,Delta,3,835.77,2507.31,1753.81,753.5
2025-08-26,Aishwarya Gupta,South,Gamma,2,1359.12,2718.24,2261.34,456.9
2025-08-26,Priya Patel,North,Gamma,1,991.78,991.78,552.12,439.66
2025-08-26,Rohan Singh,South,Alpha,6,1152.74,6916.44,4622.92,2293.52
2025-08-26,Aarav Kumar,East,Alpha,1,1636.97,1636.97,835.51,801.46
2025-08-26,Sai Reddy,Central,Alpha,4,1624.0,6496.0,5155.94,1340.06
2025-08-26,Vihaan Sharma,North,Gamma,4,291.66,1166.64,832.89,333.75
2025-08-26,Neha Reddy,Central,Epsilon,5,1132.97,5664.85,4710.1,954.75
2025-08-26,Ananya Reddy,Central,Alpha,2,249.46,498.92,375.95,122.97
2025-08-26,Vihaan Sharma,South,Beta,5,1672.17,8360.85,4939.41,3421.44
2025-08-27,Neha Reddy,North,Beta,1,776.71,776.71,610.37,166.34
2025-08-27,Aditya Nair,South,Beta,4,1451.13,5804.52,2935.65,2868.87
2025-08-27,Sai Kumar,North,Epsilon,4,553.89,2215.56,1180.76,1034.8
2025-08-27,Pooja Reddy,West,Alpha,6,1371.94,8231.64,5467.41,2764.23
2025-08-27,Ananya Kumar,East,Epsilon,1,1625.65,1625.65,1020.06,605.59
2025-08-27,Vihaan Kumar,Central,Alpha,2,270.49,540.98,369.46,171.52
2025-08-27,Pooja Sharma,Central,Epsilon,2,633.92,1267.84,1055.3,212.54
2025-08-27,Sai Kumar,East,Alpha,3,2066.58,6199.74,3276.75,2922.99
2025-08-27,Pooja Nair,North,Delta,4,1615.4,6461.6,4702.71,1758.89
2025-08-27,Sai Joshi,South,Alpha,2,1017.51,2035.02,1352.42,682.6
2025-08-27,Aditya Joshi,South,Alpha,1,605.82,605.82,314.57,291.25
2025-08-27,Aishwarya Kumar,West,Beta,3,1679.75,5039.25,4212.28,826.97
2025-08-27,Pooja Kumar,North,Beta,1,279.34,279.34,150.05,129.29
2025-08-27,Aarav Iyer,North,Gamma,3,736.4,2209.2,1156.01,1053.19
2025-08-27,Aarav Patel,East,Beta,4,1325.91,5303.64,2933.25,2370.39
2025-08-27,Arjun Sharma,East,Delta,8,317.86,2542.88,1613.99,928.89
2025-08-27,Sakshi Reddy,South,Delta,3,914.72,2744.16,2073.57,670.59
2025-08-27,Aarav Iyer,North,Gamma,1,402.85,402.85,258.21,144.64
2025-08-27,Aishwarya Mehta,Central,Alpha,4,192.82,771.28,495.92,275.36
2025-08-27,Aarav Kumar,South,Alpha,2,234.82,469.64,302.27,167.37
2025-08-27,Rohan Kumar,Central,Beta,4,270.58,1082.32,676.1,406.22
2025-08-27,Sakshi Singh,Central,Beta,1,1790.91,1790.91,1406.89,384.02
2025-08-27,Aarav Sharma,South,Beta,5,1633.6,8168.0,6927.62,1240.38
2025-08-28,Arjun Nair,West,Beta,3,1230.67,3692.01,3037.2,654.81
2025-08-28,Siddharth Sharma,North,Delta,2,955.69,1911.38,1019.35,892.03
2025-08-28,Sakshi Joshi,Central,Gamma,4,511.22,2044.88,1157.14,887.74
2025-08-28,Rahul Joshi,Central,Gamma,2,1713.54,3427.08,2740.7,686.38
2025-08-28,Vivaan Kumar,West,Beta,2,1799.96,3599.92,3045.51,554.41
2025-08-28,Vihaan Nair,East,Beta,4,1849.52,7398.08,4018.02,3380.06
2025-08-28,Ananya Sharma,Central,Beta,3,904.54,2713.62,1378.34,1335.28
2025-08-28,Sai Singh,West,Delta,7,230.8,1615.6,896.48,719.12
2025-08-28,Priya Gupta,South,Beta,2,1315.41,2630.82,1574.29,1056.53
2025-08-28,Rahul Singh,West,Alpha,2,273.43,546.86,385.49,161.37
2025-08-28,Priya Nair,South,Epsilon,1,1044.45,1044.45,618.43,426.02
2025-08-28,Pooja Mehta,South,Beta,3,1455.49,4366.47,2526.32,1840.15
2025-08-29,Aditya Mehta,Central,Alpha,5,302.82,1514.1,1090.94,423.16
2025-08-29,Aishwarya Joshi,South,Alpha,1,410.56,410.56,222.26,188.3
2025-08-29,Karthik Reddy,East,Beta,4,260.74,1042.96,706.33,336.63
2025-08-29,Arjun Joshi,Central,Beta,5,198.17,990.85,564.91,425.94
2025-08-29,Vihaan Sharma,North,Beta,2,1441.94,2883.88,1604.56,1279.32
2025-08-29,Aarav Singh,East,Beta,3,2091.32,6273.96,4034.35,2239.61
2025-08-29,Pooja Gupta,Central,Gamma,4,211.76,847.04,667.65,179.39
2025-08-29,Rohan Nair,Central,Delta,3,916.37,2749.11,2072.49,676.62
2025-08-29,Aishwarya Reddy,West,Gamma,3,1968.82,5906.46,4960.12,946.34
2025-08-29,Karthik Iyer,Central,Gamma,2,662.41,1324.82,742.61,582.21
2025-08-29,Ananya Nair,North,Gamma,4,139.55,558.2,410.9,147.3
2025-08-29,Vivaan Mehta,North,Gamma,2,569.27,1138.54,823.86,314.68
2025-08-29,Rohan Singh,East,Delta,3,777.35,2332.05,1209.55,1122.5
2025-08-29,Sai Kumar,Central,Beta,7,1579.65,11057.55,7623.69,3433.86
2025-08-29,Vihaan Joshi,West,Epsilon,2,345.42,690.84,426.9,263.94
2025-08-29,Pooja Kumar,East,Alpha,6,1547.49,9284.94,5453.35,3831.59
2025-08-29,Neha Kumar,North,Alpha,3,496.5,1489.5,1137.35,352.15
2025-08-29,Arjun Joshi,West,Alpha,3,1586.03,4758.09,3834.03,924.06
2025-08-29,Karthik Gupta,South,Delta,2,1990.87,3981.74,2943.3,1038.44
2025-08-29,Vihaan Nair,South,Gamma,5,1581.81,7909.05,4839.42,3069.63
2025-08-29,Aishwarya Sharma,North,Alpha,2,318.4,636.8,408.24,228.56
2025-08-29,Ananya Nair,East,Epsilon,1,1562.96,1562.96,1201.46,361.5
2025-08-29,Vivaan Mehta,West,Alpha,2,1868.83,3737.66,1927.84,1809.82
2025-08-29,Ananya Iyer,Central,Alpha,2,925.44,1850.88,1510.82,340.06
2025-08-29,Pooja Reddy,North,Delta,4,739.07,2956.28,2267.01,689.27
2025-08-29,Pooja Singh,South,Beta,4,946.44,3785.76,3188.02,597.74
2025-08-29,Pooja Mehta,North,Alpha,6,530.89,3185.34,1608.02,1577.32
2025-08-29,Aishwarya Patel,North,Beta,1,1434.42,1434.42,839.12,595.3
2025-08-29,Rohan Nair,South,Gamma,6,1238.66,7431.96,5233.31,2198.65
2025-08-29,Aishwarya Mehta,North,Epsilon,1,208.64,208.64,133.41,75.23
2025-08-30,Aarav Nair,South,Delta,1,174.91,174.91,132.17,42.74
2025-08-30,Aarav Iyer,West,Beta,2,1499.43,2998.86,1540.42,1458.44
2025-08-30,Priya Sharma,West,Beta,5,1507.94,7539.7,3803.44,3736.26
2025-08-30,Priya Iyer,South,Delta,3,1899.01,5697.03,3100.8,2596.23
2025-08-30,Siddharth Kumar,West,Epsilon,4,1461.94,5847.76,4091.68,1756.08
2025-08-30,Karthik Mehta,East,Beta,4,348.84,1395.36,743.52,651.84
2025-08-30,Vivaan Gupta,Central,Beta,2,1495.75,2991.5,2059.75,931.75
2025-08-30,Aarav Iyer,East,Delta,5,2169.65,10848.25,7696.51,3151.74
2025-08-30,Arjun Reddy,South,Beta,2,793.74,1587.48,1073.67,513.81
2025-08-30,Pooja Kumar,South,Beta,1,1742.32,1742.32,1171.84,570.48
2025-08-30,Siddharth Sharma,North,Delta,1,760.69,760.69,533.08,227.61
2025-08-30,Aarav Iyer,West,Delta,1,731.54,731.54,523.8,207.74
2025-08-30,Priya Joshi,North,Beta,4,1811.06,7244.24,4486.43,2757.81
2025-08-30,Vihaan Reddy,West,Delta,7,393.94,2757.58,1947.32,810.26
2025-08-30,Vihaan Joshi,East,Gamma,5,723.52,3617.6,2004.93,1612.67
2025-08-30,Rahul Gupta,North,Beta,3,1744.39,5233.17,4392.26,840.91
2025-08-31,Aditya Nair,West,Alpha,1,1309.45,1309.45,740.9,568.55
2025-08-31,Vivaan Mehta,Central,Alpha,2,1259.13,2518.26,1930.1,588.16
2025-08-31,Sai Mehta,East,Epsilon,1,2032.25,2032.25,1524.96,507.29
2025-08-31,Rohan Joshi,Central,Delta,3,238.54,715.62,607.98,107.64
2025-08-31,Ananya Sharma,Central,Beta,3,1746.06,5238.18,4327.01,911.17
2025-08-31,Vivaan Patel,Central,Gamma,2,679.08,1358.16,748.89,609.27
2025-08-31,Aarav Iyer,North,Delta,2,1198.29,2396.58,2018.6,377.98
2025-08-31,Karthik Iyer,Central,Beta,3,688.82,2066.46,1553.19,513.27
2025-08-31,Rahul Joshi,East,Gamma,3,1224.49,3673.47,2803.65,869.82
2025-08-31,Rohan Reddy,Central,Alpha,4,1319.25,5277.0,2746.56,2530.44
2025-08-31,Siddharth Mehta,North,Gamma,4,239.91,959.64,671.08,288.56
2025-08-31,Arjun Singh,Central,Gamma,5,1526.18,7630.9,4589.34,3041.56
2025-08-31,Ananya Nair,East,Gamma,2,1829.61,3659.22,2350.83,1308.39
2025-08-31,Sai Gupta,East,Alpha,2,567.69,1135.38,778.6,356.78
2025-09-01,Priya Patel,West,Delta,2,1028.48,2056.96,1203.14,853.82
2025-09-01,Ananya Reddy,North,Beta,4,55.21,220.84,156.88,63.96
2025-09-01,Vivaan Singh,Central,Beta,1,1837.64,1837.64,1352.25,485.39
2025-09-01,Siddharth Reddy,West,Beta,1,135.86,135.86,78.5,57.36
2025-09-01,Rohan Singh,East,Gamma,2,922.8,1845.6,1462.56,383.04
2025-09-01,Vihaan Gupta,West,Alpha,1,884.87,884.87,505.53,379.34
2025-09-01,Siddharth Iyer,South,Gamma,3,723.44,2170.32,1827.94,342.38
2025-09-01,Rohan Mehta,Central,Gamma,5,2078.46,10392.3,6762.23,3630.07
2025-09-01,Arjun Singh,West,Epsilon,2,999.64,1999.28,1187.91,811.37
2025-09-01,Neha Mehta,Central,Alpha,4,519.24,2076.96,1253.05,823.91
2025-09-01,Aditya Nair,West,Gamma,1,758.05,758.05,518.79,239.26
2025-09-01,Aishwarya Gupta,West,Delta,5,1293.33,6466.65,4178.5,2288.15
2025-09-01,Rahul Kumar,South,Gamma,5,669.46,3347.3,2135.89,1211.41
2025-09-01,Aarav Kumar,South,Beta,2,2060.65,4121.3,2811.29,1310.01
2025-09-01,Priya Sharma,West,Gamma,4,1306.42,5225.68,3632.04,1593.64
2025-09-01,Rahul Iyer,East,Delta,2,930.0,1860.0,1325.07,534.93
2025-09-01,Karthik Gupta,West,Delta,4,1017.5,4070.0,2387.78,1682.22
2025-09-01,Aarav Kumar,Central,Gamma,1,1234.21,1234.21,701.78,532.43
2025-09-01,Aarav Iyer,West,Alpha,3,774.86,2324.58,1163.13,1161.45
2025-09-01,Aarav Iyer,East,Beta,4,1585.86,6343.44,4379.05,1964.39
2025-09-01,Sakshi Reddy,East,Alpha,1,604.81,604.81,434.74,170.07
2025-09-02,Aditya Mehta,East,Alpha,4,1556.58,6226.32,3232.09,2994.23
2025-09-02,Vihaan Nair,West,Beta,1,1846.9,1846.9,1386.37,460.53
2025-09-02,Aditya Mehta,Central,Beta,5,1664.96,8324.8,5477.53,2847.27
2025-09-02,Sai Iyer,Central,Gamma,1,65.07,65.07,43.59,21.48
2025-09-02,Siddharth Patel,East,Epsilon,4,2063.19,8252.76,5789.45,2463.31
2025-09-02,Aarav Joshi,West,Gamma,1,1717.66,1717.66,1395.9,321.76
2025-09-02,Vivaan Kumar,South,Gamma,3,277.75,833.25,442.18,391.07
2025-09-02,Aarav Patel,North,Beta,1,741.2,741.2,394.53,346.67
2025-09-02,Aarav Iyer,South,Alpha,4,690.35,2761.4,1940.91,820.49
2025-09-02,Pooja Kumar,East,Gamma,4,1654.23,6616.92,3945.63,2671.29
2025-09-02,Rohan Patel,West,Delta,2,232.79,465.58,392.17,73.41
2025-09-02,Vivaan Gupta,South,Beta,3,945.7,2837.1,1552.91,1284.19
2025-09-02,Aditya Sharma,West,Delta,4,1280.87,5123.48,2638.56,2484.92
2025-09-02,Rahul Patel,East,Alpha,4,1655.92,6623.68,5326.43,1297.25
2025-09-02,Pooja Gupta,West,Epsilon,2,353.73,707.46,539.43,168.03
2025-09-02,Aditya Joshi,North,Gamma,6,1550.82,9304.92,4673.28,4631.64
2025-09-02,Sai Sharma,East,Beta,3,749.65,2248.95,1503.94,745.01
2025-09-02,Aarav Patel,Central,Epsilon,2,778.05,1556.1,852.07,704.03
2025-09-03,Priya Joshi,East,Epsilon,2,650.3,1300.6,956.64,343.96
2025-09-03,Aarav Kumar,South,Beta,1,324.09,324.09,237.55,86.54
2025-09-03,Pooja Singh,North,Alpha,4,161.11,644.44,547.66,96.78
2025-09-03,Rahul Joshi,Central,Beta,8,1988.08,15904.64,12274.61,3630.03
2025-09-03,Pooja Kumar,South,Gamma,5,876.95,4384.75,2836.91,1547.84
2025-09-03,Vihaan Reddy,North,Alpha,2,421.78,843.56,619.4,224.16
2025-09-03,Vihaan Mehta,West,Delta,2,77.26,154.52,97.24,57.28
2025-09-03,Vivaan Patel,South,Delta,4,1323.21,5292.84,3003.75,2289.09
2025-09-03,Aarav Mehta,South,Alpha,3,1886.92,5660.76,4122.3,1538.46
2025-09-03,Siddharth Iyer,East,Beta,3,813.75,2441.25,1884.12,557.13
2025-09-03,Sai Gupta,Central,Gamma,5,179.7,898.5,659.43,239.07
2025-09-03,Aditya Patel,Central,Alpha,2,186.11,372.22,209.3,162.92
2025-09-03,Pooja Nair,East,Epsilon,3,1214.88,3644.64,1970.37,1674.27
2025-09-03,Sai Iyer,South,Alpha,3,1909.06,5727.18,4257.56,1469.62
2025-09-03,Arjun Kumar,Central,Gamma,5,1609.72,8048.6,6409.53,1639.07
2025-09-03,Neha Sharma,South,Alpha,2,91.63,183.26,103.48,79.78
2025-09-03,Rohan Reddy,North,Gamma,4,504.91,2019.64,1038.41,981.23
2025-09-03,Karthik Nair,East,Gamma,3,1749.72,5249.16,2734.88,2514.28
2025-09-04,Aditya Joshi,South,Gamma,4,216.8,867.2,563.12,304.08
2025-09-04,Sai Iyer,East,Delta,2,1154.73,2309.46,1156.73,1152.73
2025-09-04,Aarav Patel,Central,Alpha,3,1550.68,4652.04,2955.34,1696.7
2025-09-04,Aarav Iyer,South,Delta,5,1814.97,9074.85,5019.85,4055.0
2025-09-04,Rohan Reddy,North,Gamma,2,1002.56,2005.12,1004.98,1000.14
2025-09-04,Aarav Nair,South,Beta,4,1733.8,6935.2,4392.87,2542.33
2025-09-04,Ananya Nair,Central,Gamma,6,525.4,3152.4,2306.03,846.37
2025-09-04,Priya Joshi,Central,Beta,2,1354.13,2708.26,1802.27,905.99
2025-09-04,Vihaan Kumar,East,Delta,4,1846.58,7386.32,5454.51,1931.81
2025-09-04,Aishwarya Gupta,North,Beta,4,522.89,2091.56,1426.68,664.88
2025-09-04,Rohan Patel,West,Gamma,3,1615.62,4846.86,2851.72,1995.14
2025-09-04,Pooja Gupta,West,Beta,4,862.0,3448.0,2566.55,881.45
2025-09-04,Aditya Patel,South,Alpha,3,976.11,2928.33,2216.51,711.82
2025-09-04,Aarav Kumar,South,Delta,2,1230.39,2460.78,2075.51,385.27
2025-09-04,Aarav Patel,West,Alpha,3,1907.66,5722.98,3428.21,2294.77
2025-09-04,Aarav Iyer,East,Beta,6,1890.48,11342.88,6956.63,4386.25
2025-09-04,Pooja Mehta,South,Delta,3,747.66,2242.98,1335.14,907.84
2025-09-04,Vihaan Mehta,East,Beta,3,920.88,2762.64,2297.93,464.71
2025-09-04,Aarav Joshi,West,Beta,5,649.56,3247.8,1933.38,1314.42
2025-09-04,Aditya Nair,South,Alpha,2,1727.25,3454.5,2618.04,836.46
2025-09-05,Pooja Kumar,East,Epsilon,3,1492.45,4477.35,3024.32,1453.03
2025-09-05,Aarav Singh,West,Alpha,3,1007.05,3021.15,1714.82,1306.33
2025-09-05,Vivaan Kumar,South,Gamma,5,1279.36,6396.8,4064.21,2332.59
2025-09-05,Priya Mehta,North,Beta,3,474.36,1423.08,1109.86,313.22
2025-09-05,Rohan Singh,North,Alpha,5,1402.04,7010.2,5033.23,1976.97
2025-09-05,Pooja Sharma,East,Gamma,3,685.43,2056.29,1733.21,323.08
2025-09-05,Karthik Mehta,South,Delta,2,259.4,518.8,268.85,249.95
2025-09-05,Neha Patel,West,Delta,3,1558.24,4674.72,3741.06,933.66
2025-09-05,Ananya Sharma,West,Alpha,6,1680.87,10085.22,5506.04,4579.18
2025-09-05,Aditya Gupta,South,Epsilon,3,1784.88,5354.64,3401.1,1953.54
2025-09-05,Arjun Mehta,North,Alpha,1,1463.24,1463.24,1065.59,397.65
2025-09-05,Vihaan Mehta,North,Alpha,5,1569.73,7848.65,5754.11,2094.54
2025-09-05,Neha Reddy,Central,Beta,1,773.18,773.18,434.93,338.25
2025-09-05,Arjun Nair,South,Beta,5,687.62,3438.1,2416.3,1021.8
2025-09-05,Sai Kumar,South,Alpha,1,1523.27,1523.27,978.01,545.26
2025-09-05,Vivaan Patel,West,Gamma,4,286.97,1147.88,592.23,555.65
2025-09-05,Siddharth Mehta,East,Delta,4,690.94,2763.76,1538.24,1225.52
2025-09-05,Pooja Nair,Central,Gamma,1,935.88,935.88,618.55,317.33
2025-09-05,Vivaan Sharma,North,Alpha,2,1720.9,3441.8,2171.99,1269.81
2025-09-05,Rahul Gupta,West,Gamma,4,390.71,1562.84,1052.09,510.75
2025-09-05,Arjun Nair,Central,Epsilon,3,357.09,1071.27,777.69,293.58
2025-09-05,Vivaan Singh,South,Gamma,3,682.39,2047.17,1336.96,710.21
2025-09-05,Aditya Nair,North,Delta,3,2032.96,6098.88,5075.51,1023.37
2025-09-05,Karthik Iyer,Central,Delta,3,889.5,2668.5,1662.2,1006.3
2025-09-06,Arjun Nair,Central,Alpha,1,725.38,725.38,495.16,230.22
2025-09-06,Sai Gupta,North,Delta,2,404.28,808.56,617.43,191.13
2025-09-06,Aarav Patel,West,Gamma,4,970.47,3881.88,2452.84,1429.04
2025-09-06,Aarav Kumar,North,Beta,3,708.44,2125.32,1363.8,761.52
2025-09-06,Aishwarya Joshi,West,Beta,3,1004.23,3012.69,2381.74,630.95
2025-09-06,Rohan Iyer,North,Beta,6,2012.33,12073.98,9762.6,2311.38
2025-09-06,Rohan Iyer,Central,Alpha,3,896.77,2690.31,1625.3,1065.01
2025-09-06,Vihaan Reddy,West,Alpha,2,1608.51,3217.02,2556.58,660.44
2025-09-06,Aishwarya Kumar,East,Epsilon,1,1839.56,1839.56,1069.14,770.42
2025-09-06,Priya Nair,South,Gamma,4,1080.37,4321.48,2216.32,2105.16
2025-09-06,Vivaan Mehta,East,Delta,6,831.57,4989.42,4058.28,931.14
2025-09-06,Sai Kumar,West,Delta,2,1952.43,3904.86,2754.42,1150.44
2025-09-06,Ananya Nair,South,Beta,4,1200.59,4802.36,2644.75,2157.61
2025-09-07,Arjun Mehta,South,Alpha,1,292.98,292.98,176.99,115.99
2025-09-07,Pooja Patel,Central,Beta,3,1092.41,3277.23,1757.43,1519.8
2025-09-07,Neha Patel,East,Gamma,3,1892.73,5678.19,3924.18,1754.01
2025-09-07,Pooja Patel,West,Beta,4,1622.57,6490.28,4514.18,1976.1
2025-09-07,Siddharth Kumar,North,Alpha,3,497.78,1493.34,774.88,718.46
2025-09-07,Sai Sharma,South,Delta,5,123.04,615.2,381.18,234.02
2025-09-07,Karthik Mehta,Central,Beta,4,1689.46,6757.84,5737.25,1020.59
2025-09-07,Rohan Iyer,West,Epsilon,1,1676.14,1676.14,1229.08,447.06
2025-09-07,Pooja Iyer,West,Epsilon,6,908.25,5449.5,4554.51,894.99
2025-09-07,Karthik Gupta,South,Delta,5,1093.99,5469.95,3357.16,2112.79
2025-09-07,Vihaan Joshi,Central,Beta,3,1598.13,4794.39,3015.31,1779.08
2025-09-07,Siddharth Gupta,West,Alpha,4,1746.53,6986.12,4090.02,2896.1
2025-09-07,Vivaan Reddy,South,Alpha,3,1165.18,3495.54,2800.66,694.88
2025-09-07,Aditya Reddy,West,Delta,2,1575.3,3150.6,2387.73,762.87
2025-09-07,Priya Joshi,West,Beta,4,1961.52,7846.08,4573.43,3272.65
2025-09-07,Ananya Nair,Central,Epsilon,2,138.32,276.64,199.23,77.41
2025-09-07,Siddharth Gupta,East,Alpha,1,322.08,322.08,233.29,88.79
2025-09-07,Ananya Sharma,North,Delta,4,448.5,1794.0,1509.41,284.59
2025-09-07,Pooja Mehta,North,Delta,6,1596.49,9578.94,7960.82,1618.12
2025-09-07,Vivaan Sharma,West,Beta,6,1748.74,10492.44,6610.89,3881.55
2025-09-07,Aarav Kumar,West,Delta,4,1678.24,6712.96,3540.94,3172.02
2025-09-07,Vivaan Kumar,South,Gamma,3,1038.85,3116.55,1692.87,1423.68
2025-09-08,Siddharth Singh,Central,Delta,2,427.97,855.94,711.7,144.24
2025-09-08,Aarav Sharma,West,Epsilon,3,981.31,2943.93,1785.83,1158.1
2025-09-08,Priya Iyer,Central,Epsilon,3,1808.36,5425.08,3464.59,1960.49
2025-09-08,Sai Mehta,Central,Gamma,3,538.15,1614.45,1094.44,520.01
2025-09-08,Ananya Nair,East,Delta,7,1657.62,11603.34,5896.61,5706.73
2025-09-08,Aarav Patel,South,Alpha,5,1638.89,8194.45,5353.72,2840.73
2025-09-08,Aishwarya Sharma,Central,Beta,4,680.74,2722.96,1488.1,1234.86
2025-09-08,Aarav Kumar,North,Alpha,1,544.93,544.93,284.12,260.81
2025-09-08,Aishwarya Joshi,Central,Epsilon,4,2135.56,8542.24,5664.16,2878.08
2025-09-08,Sai Iyer,East,Gamma,1,1045.17,1045.17,526.24,518.93
2025-09-08,Sakshi Iyer,Central,Gamma,1,880.8,880.8,460.76,420.04
2025-09-08,Aarav Sharma,Central,Gamma,4,83.59,334.36,235.24,99.12
2025-09-08,Pooja Nair,East,Gamma,1,1676.41,1676.41,1019.86,656.55
2025-09-08,Priya Mehta,East,Delta,3,1714.64,5143.92,3364.78,1779.14
2025-09-08,Priya Nair,East,Delta,3,95.12,285.36,150.64,134.72
2025-09-08,Siddharth Iyer,North,Gamma,5,1929.83,9649.15,7124.82,2524.33
2025-09-08,Rohan Iyer,West,Gamma,1,376.27,376.27,243.85,132.42
2025-09-08,Priya Singh,South,Delta,2,888.22,1776.44,1426.73,349.71
2025-09-08,Karthik Nair,Central,Epsilon,2,2067.96,4135.92,2139.29,1996.63
2025-09-08,Aarav Iyer,West,Beta,2,591.36,1182.72,657.97,524.75
2025-09-08,Aishwarya Patel,North,Beta,3,1216.02,3648.06,2067.04,1581.02
2025-09-08,Vivaan Joshi,East,Alpha,2,842.74,1685.48,943.31,742.17
2025-09-08,Aishwarya Gupta,East,Beta,3,549.5,1648.5,1362.82,285.68
2025-09-08,Neha Mehta,North,Alpha,4,1476.56,5906.24,4379.98,1526.26
2025-09-08,Sai Mehta,West,Alpha,2,518.09,1036.18,796.07,240.11
2025-09-09,Priya Iyer,Central,Alpha,3,69.85,209.55,141.37,68.18
2025-09-09,Rohan Reddy,North,Alpha,1,1431.47,1431.47,779.45,652.02
2025-09-09,Sakshi Mehta,East,Alpha,4,1865.09,7460.36,5372.27,2088.09
2025-09-09,Siddharth Mehta,East,Gamma,3,1473.04,4419.12,3057.9,1361.22
2025-09-09,Aarav Sharma,East,Gamma,1,1141.28,1141.28,653.54,487.74
2025-09-09,Arjun Mehta,North,Beta,6,224.3,1345.8,1123.57,222.23
2025-09-09,Vihaan Sharma,Central,Beta,2,682.12,1364.24,889.22,475.02
2025-09-09,Vihaan Singh,South,Beta,2,316.51,633.02,499.37,133.65
2025-09-09,Rohan Patel,South,Gamma,1,1714.28,1714.28,1149.24,565.04
2025-09-09,Arjun Nair,Central,Delta,1,1483.69,1483.69,811.99,671.7
2025-09-09,Vihaan Reddy,West,Beta,3,1562.83,4688.49,3369.83,1318.66
2025-09-09,Pooja Kumar,East,Alpha,1,1043.6,1043.6,625.08,418.52
2025-09-09,Vivaan Sharma,North,Gamma,6,442.69,2656.14,2199.76,456.38
2025-09-09,Aarav Iyer,Central,Beta,2,185.17,370.34,257.45,112.89
2025-09-09,Aishwarya Gupta,West,Beta,2,1179.68,2359.36,1736.63,622.73
2025-09-09,Siddharth Nair,West,Gamma,2,1166.1,2332.2,1338.67,993.53
2025-09-09,Pooja Kumar,South,Alpha,2,1101.06,2202.12,1752.01,450.11
2025-09-09,Neha Kumar,West,Gamma,2,1784.56,3569.12,2824.97,744.15
2025-09-09,Siddharth Patel,South,Gamma,1,1779.5,1779.5,1220.57,558.93
2025-09-09,Karthik Iyer,North,Gamma,7,1548.88,10842.16,5490.71,5351.45
2025-09-09,Neha Mehta,South,Alpha,2,477.43,954.86,501.53,453.33
2025-09-09,Aarav Mehta,South,Delta,2,921.57,1843.14,1489.3,353.84
2025-09-09,Aditya Nair,North,Beta,3,892.97,2678.91,1996.99,681.92
2025-09-10,Priya Iyer,West,Gamma,2,402.52,805.04,437.7,367.34
2025-09-10,Aarav Iyer,North,Beta,2,1774.57,3549.14,2875.74,673.4
2025-09-10,Sakshi Reddy,Central,Beta,1,799.8,799.8,519.47,280.33
2025-09-10,Siddharth Nair,Central,Gamma,2,576.34,1152.68,656.2,496.48
2025-09-10,Vihaan Kumar,East,Delta,2,1378.13,2756.26,2024.23,732.03
2025-09-10,Priya Singh,Central,Beta,4,817.91,3271.64,1863.22,1408.42
2025-09-10,Aditya Sharma,West,Alpha,5,176.78,883.9,494.82,389.08
2025-09-10,Sai Mehta,North,Gamma,2,311.41,622.82,318.29,304.53
2025-09-10,Priya Nair,South,Alpha,2,1310.67,2621.34,1354.61,1266.73
2025-09-10,Vihaan Joshi,East,Delta,4,1051.65,4206.6,3558.5,648.1
2025-09-10,Sakshi Joshi,South,Alpha,7,551.15,3858.05,3051.35,806.7
2025-09-10,Aarav Joshi,South,Beta,1,725.33,725.33,459.41,265.92
2025-09-10,Rahul Kumar,Central,Epsilon,2,224.65,449.3,322.81,126.49
2025-09-10,Arjun Singh,Central,Beta,2,1847.51,3695.02,2409.04,1285.98
2025-09-10,Priya Reddy,West,Delta,5,1650.65,8253.25,6413.43,1839.82
2025-09-10,Pooja Gupta,North,Gamma,1,1165.43,1165.43,947.98,217.45
2025-09-10,Aarav Patel,North,Gamma,4,1943.53,7774.12,4949.36,2824.76
2025-09-10,Aarav Sharma,East,Epsilon,3,675.31,2025.93,1024.13,1001.8
2025-09-10,Priya Mehta,South,Alpha,4,1788.49,7153.96,4887.33,2266.63
2025-09-10,Aishwarya Mehta,South,Gamma,5,1186.09,5930.45,3401.02,2529.43
2025-09-11,Siddharth Mehta,South,Alpha,2,1982.09,3964.18,2096.39,1867.79
2025-09-11,Pooja Kumar,West,Gamma,2,905.97,1811.94,1520.32,291.62
2025-09-11,Vihaan Nair,North,Beta,2,1838.15,3676.3,2708.77,967.53
2025-09-11,Rohan Nair,West,Beta,5,1012.06,5060.3,2637.96,2422.34
2025-09-11,Ananya Patel,North,Alpha,2,1985.6,3971.2,2398.37,1572.83
2025-09-11,Aishwarya Joshi,Central,Delta,2,1509.0,3018.0,2306.7,711.3
2025-09-11,Aditya Kumar,North,Alpha,7,1833.51,12834.57,8184.78,4649.79
2025-09-11,Aditya Mehta,North,Beta,5,1444.0,7220.0,5328.96,1891.04
2025-09-11,Siddharth Singh,North,Epsilon,3,2055.89,6167.67,3765.59,2402.08
